smiles
N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2
O=C(CSCC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1
Cc1ccc(C(=O)O)c(O)n1
C=CCn1c(-c2ccncc2)n[nH]c1=S
c1ccc2[nH]c(Sc3ncnc4sc5c(c34)CCCC5)nc2c1
O=c1[nH]c(=S)[nH]c2ccccc12
CC(=O)ON1C(=O)c2cccc3cccc(c23)C1=O
CC1CCc2nc(NC(=O)C(C)(C)C)sc2C1
Cc1cc(C)c2nc(NC(=O)c3cccc([N+](=O)[O-])c3)sc2c1
N#Cc1c(NC(=O)C=Cc2ccccc2)sc2c1CCCC2
CC(=O)Nc1sc2c(c1C(N)=O)CCCC2
O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1ccccc1F
CCOC(=O)c1sc(NN=C(C(=O)Nc2ccc(C)cc2C)C(=O)c2ccc([N+](=O)[O-])cc2)c(C(=O)OCC)c1C
COC(=O)c1ccc(-c2csc(NC(=O)C=Cc3ccc4c(c3)OCO4)n2)cc1
COc1cc(C(=O)Nc2nc3c(C)cccc3s2)cc(OC)c1OC
CCOc1ccc(C(=O)Nc2nc3ccc(NC(C)=O)cc3s2)cc1
Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1
CCOC(=O)c1sc(NC(=O)c2cccc(Br)c2)nc1C
CC(=O)c1ccc(C(=O)Nc2nc3c(s2)CC(C)CC3)cc1
O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1Cl
Cc1cccc2sc(NC(=O)COc3ccccc3)nc12
O=C(CSc1nc2c(cnn2-c2ccc(Cl)cc2)c(=O)[nH]1)N1N=C(c2cccs2)CC1c1ccc(F)cc1
O=C(Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1ccc(S(=O)(=O)N2CCCCC2)cc1
Cn1c(=NC(=O)c2ccc(C#N)cc2)sc2cc(Br)ccc21
NC(=O)c1c(NC(=O)c2ccccc2Cl)sc2c1CCCC2
NC(=O)c1c(NC(=O)C=Cc2ccccc2)sc2c1CCCC2
CCOc1ccc2nc(NC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)sc2c1
CC(=O)Nc1sc2c(c1C#N)CCN(Cc1ccccc1)C2
Cc1ccccc1C(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCCC2
Cc1cc(C)c2c(c1)sc(=NC(=O)c1cccs1)n2C
CCCCN1C(=O)c2cccc3c(NC(=O)c4cc5ccccc5oc4=O)ccc1c23
CC1(C)CC(=O)c2sc(NC(=O)COc3ccccc3)nc2C1
O=C(COc1ccccc1)Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1
CCOC(=O)c1c(NC(=O)c2cc(Cl)ccc2Cl)sc(C)c1C
Cc1ccccc1C(=O)Nc1nc2c(s1)CC(C)CC2
CC(=O)Nc1nc2c(C)cccc2s1
COc1ccc2nc(NC(=O)c3cc(Cl)cc(Cl)c3)sc2c1
NC(=O)c1c(NC(=O)c2ccc(-c3ccccc3)cc2)sc2c1CCCC2
COc1cc(C(=O)Nc2cccc3c2C(=O)c2ccccc2C3=O)cc(OC)c1OC
COc1ccc2nc(NC(=O)c3ccccc3)sc2c1
COc1cc([N+](=O)[O-])cc2sc(NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)nc12
Cc1cc(C)c2c(c1)sc(=NC(=O)CN1C(=O)c3ccccc3C1=O)n2C
Cc1nc2cc(NC(=O)COc3ccccc3)ccc2s1
CCOC(=O)c1cc([N+](=O)[O-])sc1NC(=O)c1c(-c2ccccc2Cl)noc1C
CCOC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N(CC)CC)cc2)sc(C)c1C
O=C(CCCCl)Nc1ccc(S(=O)(=O)N2CC3CC(C2)c2cccc(=O)n2C3)cc1
CCOc1cccc2sc(NC(=O)C(C)C)nc12
COc1ccccc1-c1csc(NC(=O)c2ccccc2Cl)n1
N#Cc1c(N=Cc2ccc([N+](=O)[O-])cc2)sc2c1CCCC2
COc1cccc2sc(NC(=O)c3cccc(C)c3)nc12
O=C(Nc1cc2ccccc2cc1NC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1
COc1cccc2sc(NC(=O)c3cccs3)nc12
COc1cc(OC)cc(C(=O)Nc2nc3ccc(Cl)cc3s2)c1
CCOC(=O)c1sc(NC(=O)CCc2ccccc2)c(SC#N)c1C
O=C(COc1ccccc1)Nc1ccc(Br)cc1C(=O)c1ccccc1
CCOC(=O)c1c(NC(=O)CSc2nnc(-c3ccccc3)o2)sc2c1CCC2
CC(C)(C)C(=O)Nc1sc2c(c1C#N)CCCC2
CCOC(=O)c1c(NC(=O)c2ccc(Cl)cc2)sc2c1CCCC2
N#Cc1c(NC(=O)c2cccc([N+](=O)[O-])c2)sc2c1CCC2
CCOC(=O)c1sc(NC(=O)CC)nc1-c1ccccc1
CCCOc1ccc(-c2csc(NC(=O)c3ccc(OC)c(OC)c3)n2)cc1
Cc1cc(C)c2c(c1)sc(=NC(=O)c1cccc(N3C(=O)CCC3=O)c1)n2C
CCCN1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)c2C(N)=O)C1
O=C(C=Cc1ccc([N+](=O)[O-])cc1)Nc1nc2ccc(Cl)cc2s1
CCCCC(=O)Nc1nc2ccc(Cl)cc2s1
CCOC(=O)c1sc(NC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)nc1-c1ccccc1
CCN1C(=O)c2cccc3c(NC(C)=O)ccc1c23
CSc1nc2ccc(NC(=O)Cc3ccccc3)cc2s1
O=C(c1ccc(Br)cc1)N1CCN(c2nc3ccccc3s2)CC1
Cc1cccc2sc(NC(=O)c3ccc(F)cc3)nc12
N#Cc1c(NC(=O)c2ccc(-c3ccccc3)cc2)sc2c1CCC2
COc1cccc(C(=O)N=c2[nH]c(-c3ccc([N+](=O)[O-])cc3)cs2)c1
NC(=O)c1c(NC(=O)c2ccc(Cl)cc2)sc2c1CCCC2
O=C(Nc1cccc2c1C(=O)c1ccccc1C2=O)c1ccco1
CCOC(=O)c1sc(NC(=O)c2ccc(C#N)cc2)nc1-c1ccccc1
COc1cc(C(=O)Nc2ccc(-c3nc4ccc(C)cc4s3)cc2)cc(OC)c1OC
CCOC(=O)c1sc(NC(=O)c2cccc(C)c2)c(C(=O)OCC)c1C
CCOC(=O)c1cnn(-c2ccccc2)c1N
O=C(CSc1cn(Cc2cccc(F)c2)c2ccccc12)Nc1ccc([N+](=O)[O-])cc1
Clc1ccc(-c2nnc(SCc3ccccn3)o2)s1
COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2nc3c(OC)ccc(OC)c3s2)cc1
CC(C)(C)c1ccc(-c2csc(NC(=O)c3cccc(N4C(=O)CCC4=O)c3)n2)cc1
O=C(COc1ccc(F)cc1)Nc1nnc(-c2ccc3c(c2)OCCO3)o1
C=CCN(CC=C)S(=O)(=O)c1ccc(C(=O)Nc2ccc3c4c(cccc24)CC3)cc1
O=c1ccc2ccc(Oc3ncnc4scc(-c5ccc(F)cc5)c34)cc2o1
Cc1nc(N2CCN(c3ccccc3)CC2)c2c3c(sc2n1)CCCC3
